GKZ,Gebietsname,Wahlberechtigte,abgegeben,ungueltig,gueltig,Griss,Hofer,Hundstorfer,Khol,Lugner,Van der Bellen
G50424,Werfen,2234,1322,40,1282,204,561,181,155,33,148
G50425,Werfenweng,693,450,14,436,71,233,13,67,7,45
G50499,Wahlkarten - Sankt Johann im Pongau,0,4267,91,4176,860,1344,514,625,84,749
G50500,Tamsweg,16187,11471,326,11145,1590,5263,1068,1964,227,1033
G50501,Göriach,295,214,3,211,22,100,12,60,2,15
G50502,Lessach,457,288,13,275,34,130,15,72,3,21
G50503,Mariapfarr,1903,1104,44,1060,172,492,104,176,23,93
G50504,Mauterndorf,1314,830,33,797,142,359,61,136,15,84
G50505,Muhr,442,309,7,302,26,170,33,57,7,9
G50506,Ramingstein,927,582,25,557,63,267,98,88,20,21
G50507,Sankt Andrä im Lungau,605,347,8,339,32,173,42,76,4,12
G50508,Sankt Margarethen im Lungau,565,384,6,378,54,163,56,73,5,27
G50509,Sankt Michael im Lungau,2712,1725,34,1691,216,856,179,253,53,134
G50510,Tamsweg,4535,2526,80,2446,323,1215,202,411,40,255
G50511,Thomatal,266,188,8,180,23,97,11,33,5,11
G50512,Tweng,190,73,0,73,6,34,6,20,0,7
G50513,Unternberg,768,518,20,498,67,259,49,77,11,35
G50514,Weißpriach,246,169,0,169,16,72,29,38,1,13
G50515,Zederhaus,962,633,13,620,71,320,29,161,9,30
G50599,Wahlkarten - Tamsweg,0,1581,32,1549,323,556,142,233,29,266
G50600,Zell am See,63914,44408,1395,43013,7111,17156,5035,6208,1103,6400
G50601,Bramberg am Wildkogel,3180,1984,75,1909,235,855,206,324,58,231
G50602,Bruck an der Großglocknerstraße,3389,2201,52,2149,338,934,267,260,51,299
G50603,Dienten am Hochkönig,604,429,13,416,50,151,75,91,13,36
G50604,Fusch an der Großglocknerstraße,524,341,11,330,51,124,40,65,7,43
G50605,Hollersbach im Pinzgau,927,624,21,603,83,238,69,140,7,66
G50606,Kaprun,2152,1374,43,1331,207,488,223,160,39,214
G50607,Krimml,637,400,12,388,61,160,48,68,14,37
G50608,Lend,1069,693,39,654,81,306,119,66,21,61
G50609,Leogang,2416,1587,87,1500,229,460,201,326,26,258
G50610,Lofer,1513,968,44,924,187,369,59,133,22,154
G50611,Maishofen,2612,1542,41,1501,288,591,126,218,34,244
G50612,Maria Alm am Steinernen Meer,1563,980,39,941,177,396,62,162,19,125
G50613,Mittersill,3882,2323,60,2263,325,1034,264,331,62,247
G50614,Neukirchen am Großvenediger,2026,1115,35,1080,164,455,141,157,29,134
G50615,Niedernsill,2037,1420,65,1355,226,569,161,196,47,156
G50616,Piesendorf,2824,1680,76,1604,272,665,179,225,46,217
G50617,Rauris,2415,1517,48,1469,241,650,132,274,37,135
G50618,Saalbach-Hinterglemm,2078,1255,53,1202,176,541,79,243,45,118
G50619,Saalfelden am Steinernen Meer,11941,7320,203,7117,1270,2809,853,753,167,1265
G50620,Sankt Martin bei Lofer,878,558,32,526,98,173,55,82,11,107
G50621,Stuhlfelden,1249,826,22,804,77,388,116,126,22,75
G50622,Taxenbach,2147,1436,37,1399,174,676,153,216,26,154
G50623,Unken,1422,938,12,926,159,419,85,133,19,111
G50624,Uttendorf,2270,1374,50,1324,185,549,206,175,50,159
G50625,Viehhofen,458,257,6,251,24,143,19,37,7,21
G50626,Wald im Pinzgau,884,543,12,531,63,225,65,120,17,41
G50627,Weißbach bei Lofer,324,196,8,188,41,61,15,47,8,16
G50628,Zell am See,6493,3697,97,3600,576,1462,481,369,111,601
G50699,Wahlkarten - Zell am See,0,4830,102,4728,1053,1265,536,711,88,1075
G5A000,Salzburg Stadt,99663,62943,937,62006,12621,18870,5998,5833,1203,17481
G5B000,Flachgau/Tennengau,155671,112726,3238,109488,19921,40814,9209,15297,2523,21724
G5C000,Lungau/Pinzgau/Pongau,138249,97971,3106,94865,15314,39792,10993,13908,2328,12530
G60000,Steiermark,969487,668425,10498,657927,143176,255552,67945,63866,13511,113877
G60099,Wahlkarten - Steiermark,,88166,1059,87107,22489,25923,9435,7682,1425,20153
G60100,Graz(Stadt),198435,134257,1311,132946,35912,33845,8902,8118,2011,44158
G60101,Graz,198435,112865,1130,111735,29468,30101,7669,6783,1796,35918
G60199,Wahlkarten - Graz(Stadt),0,21392,181,21211,6444,3744,1233,1335,215,8240
G60300,Deutschlandsberg,50108,34966,546,34420,9071,14511,3346,3146,687,3659
G60305,Frauental an der Laßnitz,2366,1416,18,1398,434,467,234,83,9,171
G60318,Lannach,2752,1581,17,1564,379,692,121,130,38,204
G60323,Pölfing-Brunn,1395,787,13,774,159,365,114,71,15,50
G60324,Preding,1430,839,10,829,196,378,96,65,14,80
G60326,Sankt Josef (Weststeiermark),1232,852,16,836,202,325,92,83,13,121
G60329,Sankt Peter im Sulmtal,1111,660,12,648,165,289,43,71,16,64
G60341,Wettmannstätten,1305,842,13,829,178,394,66,100,18,73
G60344,Deutschlandsberg,9379,5197,80,5117,1681,1766,569,303,95,703
G60345,Eibiswald,5493,3253,55,3198,619,1666,311,337,68,197
G60346,Groß Sankt Florian,3485,2172,29,2143,585,860,157,312,40,189
G60347,Sankt Martin im Sulmtal,2619,1733,37,1696,404,763,123,217,57,132
G60348,Sankt Stefan ob Stainz,2974,1871,25,1846,410,902,128,200,43,163
G60349,Schwanberg,3839,2406,46,2360,605,1065,274,199,43,174
G60350,Stainz,7063,4152,75,4077,1135,1778,294,365,63,442
G60351,Wies,3665,2124,30,2094,416,1030,234,221,53,140
G60399,Wahlkarten - Deutschlandsberg,0,5081,70,5011,1503,1771,490,389,102,756
G60600,Graz-Umgebung,118154,82904,1139,81765,19109,32291,7367,6845,1763,14390
G60608,Feldkirchen bei Graz,4369,2520,22,2498,505,1131,226,206,62,368
G60611,Gössendorf,2984,1757,20,1737,341,812,160,127,45,252
G60613,Gratkorn,6190,3581,60,3521,665,1581,407,199,86,583
G60617,Hart bei Graz,3863,2362,29,2333,625,712,185,166,51,594
G60618,Haselsdorf-Tobelbad,1125,691,7,684,159,281,96,44,18,86
G60619,Hausmannstätten,2430,1577,18,1559,423,544,115,153,28,296
G60623,Kainbach bei Graz,2297,1276,28,1248,340,356,97,149,32,274
G60624,Kalsdorf bei Graz,4691,2577,41,2536,458,1166,297,175,52,388
G60626,Kumberg,3032,1837,27,1810,423,660,81,148,46,452
G60628,Laßnitzhöhe,2209,1321,25,1296,371,400,87,112,22,304
G60629,Lieboch,4010,2243,31,2212,538,934,231,106,54,349
G60632,Peggau,1727,997,22,975,193,459,110,60,36,117
G60639,Sankt Bartholomä,1144,740,9,731,161,309,70,84,20,87
G60641,Sankt Oswald bei Plankenwarth,1021,621,15,606,158,194,84,56,17,97
G60642,Sankt Radegund bei Graz,1738,987,12,975,260,304,64,103,17,227
G60645,Semriach,2592,1536,20,1516,274,689,96,252,37,168
G60646,Stattegg,2275,1449,8,1441,425,385,94,138,22,377
G60647,Stiwoll,612,384,7,377,64,166,44,48,7,48
G60648,Thal,1769,1184,11,1173,297,400,83,86,32,275
G60651,Übelbach,1690,985,22,963,180,427,134,109,32,81
G60653,Vasoldsberg,3592,2230,33,2197,486,962,139,204,43,363
G60654,Weinitzen,2135,1301,12,1289,341,454,57,141,22,274
G60655,Werndorf,1760,1097,9,1088,186,500,163,75,26,138
G60656,Wundschuh,1219,852,22,830,173,320,65,136,16,120
G60659,Deutschfeistritz,3285,2021,41,1980,377,886,234,167,55,261
G60660,Dobl-Zwaring,2656,1714,31,1683,381,767,96,201,48,190
G60661,Eggersdorf bei Graz,5224,3326,59,3267,753,1292,229,347,76,570
G60662,Fernitz-Mellach,3825,2396,58,2338,560,1001,168,221,51,337
G60663,Frohnleiten,5546,3409,48,3361,727,1292,546,292,62,442
G60664,Gratwein-Straßengel,10247,6609,85,6524,1447,2539,677,383,146,1332
G60665,Hitzendorf,5727,3554,50,3504,878,1471,263,303,64,525
G60666,Nestelbach bei Graz,2185,1355,27,1328,327,527,65,150,37,222
G60667,Raaba-Grambach,3201,2056,20,2036,557,706,165,177,26,405
G60668,Sankt Marein bei Graz,3005,1810,26,1784,378,761,116,193,54,282
G60669,Seiersberg-Pirka,8258,5011,51,4960,1202,2025,452,258,104,919
G60670,Premstätten,4521,2597,30,2567,597,1157,223,176,47,367
G60699,Wahlkarten - Graz-Umgebung,0,10941,103,10838,2879,3721,948,900,170,2220
G61000,Leibnitz,65392,43580,689,42891,8970,19326,3748,5072,971,4804
G61001,Allerheiligen bei Wildon,1187,744,12,732,195,284,35,106,11,101
G61002,Arnfels,821,470,7,463,111,218,38,44,14,38
G61007,Empersdorf,1110,730,15,715,133,333,43,96,22,88
G61008,Gabersdorf,928,587,18,569,121,263,26,96,17,46
G61012,Gralla,1753,1135,14,1121,179,573,151,82,33,103
G61013,Großklein,1868,1223,14,1209,249,582,84,155,38,101
G61016,Heimschuh,1648,1042,17,1025,202,504,85,108,24,102
G61017,Hengsberg,1144,743,18,725,149,287,75,114,30,70
G61019,Kitzeck im Sausal,1033,640,9,631,141,254,90,66,10,70
G61020,Lang,1032,698,15,683,140,266,66,122,16,73
G61021,Lebring-Sankt Margarethen,1670,1010,20,990,221,416,102,96,21,134
G61024,Oberhaag,1784,1105,23,1082,164,580,103,154,30,51
G61027,Ragnitz,1220,766,7,759,156,359,38,130,15,61
G61030,Sankt Andrä-Höch,1491,894,13,881,172,423,73,112,27,74
G61032,Sankt Johann im Saggautal,1704,1046,16,1030,202,507,67,162,22,70
G61033,Sankt Nikolai im Sausal,1898,1062,14,1048,207,490,82,135,32,102
G61043,Tillmitsch,2697,1598,17,1581,289,818,131,123,35,185
G61045,Wagna,4416,2461,48,2413,452,1062,368,168,43,320
G61049,Ehrenhausen an der Weinstraße,2049,1112,20,1092,206,539,138,80,26,103
G61050,Gamlitz,2696,1569,29,1540,269,753,126,233,37,122
G61051,Gleinstätten,2344,1440,21,1419,295,668,110,192,28,126
G61052,Heiligenkreuz am Waasen,2201,1347,24,1323,264,624,81,138,31,185
G61053,Leibnitz,9332,5124,69,5055,1125,2196,475,378,107,774
G61054,Leutschach an der Weinstraße,3086,1731,28,1703,342,813,110,280,41,117
G61055,Sankt Georgen an der Stiefing,1226,720,5,715,182,265,34,115,11,108
G61056,Sankt Veit in der Südsteiermark,3323,2002,38,1964,406,880,114,376,44,144
G61057,Schwarzautal,1906,1222,26,1196,304,539,46,211,22,74
G61058,Straß in Steiermark,3701,2073,34,2039,390,999,207,234,42,167
G61059,Wildon,4124,2446,43,2403,516,1053,216,234,47,337
G61099,Wahlkarten - Leibnitz,0,4840,55,4785,1188,1778,434,532,95,758
G61100,Leoben,49818,33907,490,33417,6070,14155,5753,2090,850,4499
G61101,Eisenerz,3806,2362,52,2310,347,836,644,138,67,278
G61105,Kalwang,848,547,7,540,93,225,62,74,19,67
G61106,Kammern im Liesingtal,1350,884,22,862,175,392,109,91,19,76
G61107,Kraubath an der Mur,1092,685,11,674,125,314,85,72,11,67
G61108,Leoben,19292,10707,143,10564,1867,4550,1749,515,289,1594
G61109,Mautern in Steiermark,1514,881,26,855,165,357,93,134,16,90
G61110,Niklasdorf,2048,1257,19,1238,178,601,232,71,25,131
G61111,Proleb,1324,847,22,825,157,327,152,47,15,127
G61112,Radmer,537,328,4,324,43,134,79,31,9,28
G61113,Sankt Michael in Obersteiermark,2482,1577,27,1550,249,767,251,101,35,147
G61114,Sankt Peter-Freienstein,1953,1192,14,1178,210,562,182,76,33,115
G61115,Sankt Stefan ob Leoben,1634,1060,8,1052,171,478,195,79,26,103
G61116,Traboch,1171,731,13,718,112,365,108,69,14,50
G61118,Vordernberg,838,488,6,482,63,203,139,13,13,51
G61119,Wald am Schoberpaß,483,305,7,298,55,122,61,35,11,14
G61120,Trofaiach,9446,5774,74,5700,1082,2530,877,280,173,758
G61199,Wahlkarten - Leoben,0,4282,35,4247,978,1392,735,264,75,803
G61200,Liezen,63231,42222,884,41338,8258,16260,5801,4321,1036,5662
G61203,Aigen im Ennstal,2155,1348,30,1318,254,650,116,138,32,128
G61204,Altaussee,1532,771,19,752,181,204,142,70,19,136
G61205,Altenmarkt bei Sankt Gallen,679,417,11,406,74,112,98,41,13,68
G61206,Ardning,1007,684,13,671,101,325,111,67,14,53
G61207,Bad Aussee,3701,1931,61,1870,387,536,276,214,49,408
G61213,Gröbming,2133,1164,32,1132,289,481,95,114,25,128
G61215,Grundlsee,1034,551,24,527,122,148,48,90,16,103
G61217,Haus,1932,1094,21,1073,220,440,90,193,25,105
G61222,Lassing,1434,822,20,802,151,372,83,111,17,68
G61236,Ramsau am Dachstein,2093,1164,21,1143,256,513,67,119,33,155
G61243,Selzthal,1316,798,16,782,102,246,279,35,18,102
G61247,Trieben,2770,1605,35,1570,242,653,386,76,48,165
G61251,Wildalpen,423,308,5,303,40,96,87,25,22,33
G61252,Wörschach,907,594,16,578,99,194,63,99,25,98
G61253,Admont,4084,2248,49,2199,382,964,329,179,52,293
G61254,Aich,956,575,11,564,91,242,33,130,12,56
G61255,Bad Mitterndorf,3863,1961,45,1916,400,832,198,201,45,240
G61256,Gaishorn am See,1102,674,12,662,120,249,126,67,21,79
G61257,Irdning-Donnersbachtal,3359,1974,37,1937,376,942,146,246,40,187
G61258,Landl,2440,1538,40,1498,232,523,420,151,40,132
G61259,Liezen,6064,3405,53,3352,657,1366,517,247,79,486
G61260,Michaelerberg-Pruggern,885,530,17,513,102,208,61,81,13,48
G61261,Mitterberg-Sankt Martin,1530,947,23,924,188,415,92,119,25,85
G61262,Öblarn,1555,923,9,914,199,361,105,121,31,97
G61263,Rottenmann,4144,2358,47,2311,382,978,399,181,67,304
G61264,Sankt Gallen,1531,954,39,915,153,344,154,95,17,152
G61265,Schladming,5160,2635,51,2584,513,1185,201,296,60,329
G61266,Sölk,1268,698,9,689,128,298,65,110,31,57
G61267,Stainach-Pürgg,2174,1183,24,1159,263,463,118,147,29,139
G61299,Wahlkarten - Liezen,0,6368,94,6274,1554,1920,896,558,118,1228
G61400,Murau,23590,16336,286,16050,3149,6880,1650,2315,397,1659
G61410,Mühlen,765,522,10,512,86,203,100,63,6,54
G61413,Niederwölz,487,291,5,286,59,144,24,32,9,18
G61425,St. Peter am Kammersberg,1678,990,24,966,196,393,118,140,24,95
G61428,Schöder,805,506,6,500,86,234,62,71,12,35
G61437,Krakau,1227,754,14,740,97,339,71,158,12,63
G61438,Murau,3109,1743,37,1706,362,660,139,277,42,226
G61439,Neumarkt in Steiermark,4233,2430,45,2385,475,1066,219,274,57,294
G61440,Oberwölz,2507,1562,36,1526,294,644,110,329,42,107
G61441,Ranten,979,674,8,666,107,305,56,120,25,53
G61442,Sankt Georgen am Kreischberg,1463,796,9,787,150,349,70,132,25,61
G61443,Sankt Lambrecht,1585,980,16,964,162,449,125,117,16,95
G61444,Scheifling,1787,979,12,967,176,485,101,96,29,80
G61445,Stadl-Predlitz,1436,874,15,859,131,407,147,109,20,45
G61446,Teufenbach-Katsch,1529,923,19,904,164,461,77,94,29,79
G61499,Wahlkarten - Murau,0,2312,30,2282,604,741,231,303,49,354
G61600,Voitsberg,43251,29550,476,29074,5536,13457,3890,2250,639,3302
G61611,Krottendorf-Gaisfeld,2052,1249,20,1229,257,584,117,117,24,130
G61612,Ligist,2711,1649,29,1620,312,725,177,154,35,217
G61615,Mooskirchen,1798,1107,30,1077,237,514,60,137,23,106
G61618,Rosental an der Kainach,1435,860,11,849,141,396,173,36,11,92
G61621,Sankt Martin am Wöllmißberg,685,448,12,436,69,215,47,67,6,32
G61624,Stallhofen,2582,1637,28,1609,305,819,97,199,46,143
G61625,Voitsberg,7827,4663,73,4590,854,2119,669,247,114,587
G61626,Bärnbach,4643,2715,49,2666,473,1302,434,118,46,293
G61627,Edelschrott,1503,900,17,883,196,428,59,113,25,62
G61628,Geistthal-Södingberg,1353,755,15,740,102,409,65,87,24,53
G61629,Hirschegg-Pack,934,552,6,546,103,267,31,96,8,41
G61630,Kainach bei Voitsberg,1398,861,16,845,134,424,108,77,15,87
G61631,Köflach,8552,5295,79,5216,889,2549,840,230,124,584
G61632,Maria Lankowitz,2470,1486,23,1463,293,681,243,112,23,111
G61633,Söding-Sankt Johann,3308,2021,23,1998,437,876,171,193,54,267
G61699,Wahlkarten - Voitsberg,0,3352,45,3307,734,1149,599,267,61,497
G61700,Weiz,72069,50537,984,49553,9726,20479,4429,6257,1032,7630
G61701,Albersdorf-Prebuch,1588,1059,14,1045,216,468,80,98,26,157
G61708,Fischbach,1272,844,15,829,106,437,62,127,17,80
G61710,Floing,994,604,14,590,100,264,66,93,10,57
G61711,Gasen,736,561,25,536,72,174,66,148,13,63
G61716,Markt Hartmannsdorf,2364,1525,20,1505,295,660,64,214,30,242
G61719,Hofstätten an der Raab,1701,1122,17,1105,238,508,65,115,12,167
G61727,Ludersdorf-Wilfersdorf,1769,1080,18,1062,204,455,95,89,19,200
G61728,Miesenbach bei Birkfeld,593,453,12,441,56,205,45,89,14,32
G61729,Mitterdorf an der Raab,1696,1120,26,1094,220,413,101,154,30,176
G61730,Mortantsch,1695,1102,28,1074,214,379,128,145,28,180
G61731,Naas,1135,769,38,731,119,311,59,137,17,88
G61740,Puch bei Weiz,1725,1094,25,1069,253,423,72,146,32,143
G61741,Ratten,969,600,10,590,97,190,120,103,8,72
G61743,Rettenegg,628,431,16,415,69,145,59,95,10,37
G61744,St. Kathrein am Hauenstein,546,373,6,367,61,166,35,64,11,30
G61745,Sankt Kathrein am Offenegg,931,631,21,610,106,245,52,130,10,67
G61746,St. Margarethen an der Raab,3264,2014,23,1991,432,843,121,250,48,297
G61748,Sinabelkirchen,3273,2102,39,2063,329,1128,121,214,38,233
G61750,Strallegg,1594,1128,19,1109,181,563,78,186,17,84
G61751,Thannhausen,1950,1255,29,1226,265,466,121,168,17,189
G61756,Anger,3431,2291,45,2246,405,925,231,308,54,323
G61757,Birkfeld,4263,2756,63,2693,448,1251,191,447,47,309
G61758,Fladnitz an der Teichalm,1472,874,16,858,152,388,67,155,16,80
G61759,Gersdorf an der Feistritz,1373,990,26,964,155,479,40,193,9,88
G61760,Gleisdorf,8207,4663,66,4597,982,1766,356,446,97,950
G61761,Gutenberg-Stenzengreith,1431,807,18,789,150,325,86,115,23,90
G61762,Ilztal,1765,1169,16,1153,242,514,56,175,31,135
G61763,Passail,3528,2306,54,2252,433,953,246,348,37,235
G61764,Pischelsdorf am Kulm,3002,1781,27,1754,335,894,101,168,28,228
G61765,Sankt Ruprecht an der Raab,4069,2538,41,2497,532,1127,152,249,74,363
G61766,Weiz,9105,5354,98,5256,1117,1776,786,308,127,1142
G61799,Wahlkarten - Weiz,0,5141,99,5042,1142,1638,507,580,82,1093
G62000,Murtal,59060,39985,668,39317,7418,16220,6042,3564,973,5100
G62007,Fohnsdorf,6540,3753,66,3687,621,1665,627,205,113,456
G62008,Gaal,1123,742,22,720,156,240,66,175,12,71
G62010,Hohentauern,369,235,5,230,45,88,53,23,6,15
G62014,Kobenz,1491,941,11,930,219,348,86,107,16,154
G62021,Pusterwald,409,273,5,268,48,90,28,75,6,21
G62026,Sankt Georgen ob Judenburg,699,451,9,442,85,167,51,68,11,60
G62032,Sankt Peter ob Judenburg,905,610,11,599,116,246,53,106,20,58
G62034,Seckau,1040,685,8,677,154,243,59,133,17,71
G62036,Unzmarkt-Frauenburg,1131,701,18,683,111,321,93,71,20,67
G62038,Zeltweg,5760,3206,49,3157,483,1520,556,146,77,375
G62039,Lobmingtal,1498,929,16,913,190,362,109,117,28,107
G62040,Judenburg,8267,4456,69,4387,744,1943,702,274,121,603
G62041,Knittelfeld,9402,4986,70,4916,801,2077,958,243,126,711
G62042,Obdach,3204,1757,48,1709,277,743,185,280,50,174
G62043,Pöls-Oberkurzheim,2585,1497,25,1472,271,599,303,117,28,154
G62044,Pölstal,2327,1452,21,1431,244,690,182,167,29,119
G62045,Sankt Marein-Feistritz,1603,1069,17,1052,237,425,137,96,26,131
G62046,Sankt Margarethen bei Knittelfeld,2281,1467,25,1442,270,553,183,196,31,209
G62047,Spielberg,4381,2761,39,2722,517,1197,433,173,66,336
G62048,Weißkirchen in Steiermark,4045,2518,49,2469,573,1020,211,319,46,300
G62099,Wahlkarten - Murtal,0,5496,85,5411,1256,1683,967,473,124,908
G62100,Bruck-Mürzzuschlag,81224,56855,1057,55798,10741,22245,9806,4018,1207,7781
G62105,Breitenau am Hochlantsch,1495,974,31,943,207,340,207,104,27,58
G62115,Krieglach,4431,2632,45,2587,548,1076,310,198,56,399
G62116,Langenwang,3325,2011,42,1969,413,879,229,215,48,185
G62125,Pernegg an der Mur,1951,1322,19,1303,256,546,179,104,33,185
G62128,Sankt Lorenzen im Mürztal,2920,1787,15,1772,338,754,230,142,33,275
G62131,Spital am Semmering,1296,852,15,837,142,351,134,98,19,93
G62132,Stanz im Mürztal,1562,937,19,918,171,363,162,121,14,87
G62135,Turnau,1281,891,17,874,166,375,166,57,21,89
G62138,Aflenz,2014,1341,17,1324,271,475,142,151,26,259
G62139,Bruck an der Mur,12905,7514,154,7360,1444,3012,1170,429,157,1148
G62140,Kapfenberg,17245,9483,142,9341,1562,4166,1788,439,198,1188
G62141,Kindberg,6886,4355,104,4251,874,1602,820,340,99,516
G62142,Mariazell,3265,2019,68,1951,379,689,400,211,41,231
G62143,Mürzzuschlag,6962,3976,71,3905,706,1490,783,221,94,611
G62144,Neuberg an der Mürz,2144,1389,25,1364,234,565,242,148,32,143
G62145,Sankt Barbara im Mürztal,5746,3462,58,3404,589,1423,693,193,59,447
G62146,Sankt Marein im Mürztal,2127,1419,26,1393,223,634,227,97,42,170
G62147,Thörl,2022,1241,33,1208,232,495,228,73,35,145
G62148,Tragöß - Sankt Katharein,1647,1025,32,993,213,427,142,117,14,80
G62199,Wahlkarten - Bruck-Mürzzuschlag,0,8225,124,8101,1773,2583,1554,560,159,1472
G62200,Hartberg-Fürstenfeld,74285,54896,992,53904,9439,25281,3891,8367,917,6009
G62202,Bad Blumau,1269,868,23,845,137,422,29,158,21,78
G62205,Buch-St. Magdalena,1828,1244,20,1224,186,608,81,200,21,128
G62206,Burgau,880,550,17,533,96,222,61,71,10,73
G62209,Ebersdorf,1036,695,4,691,117,389,24,111,6,44
G62211,Friedberg,2161,1479,27,1452,216,684,195,184,27,146
G62214,Greinbach,1467,1023,14,1009,130,558,54,165,12,90
G62216,Großsteinbach,1047,770,17,753,148,356,29,130,19,71
G62219,Hartberg,5212,3214,43,3171,754,1329,180,346,74,488
G62220,Hartberg Umgebung,1711,1236,24,1212,235,544,42,254,13,124
G62226,Lafnitz,1108,832,17,815,114,415,117,99,8,62
G62232,Ottendorf an der Rittschein,1309,792,17,775,107,405,55,118,16,74
G62233,Pinggau,2593,1772,29,1743,282,927,127,258,32,117
G62235,Pöllauberg,1740,1237,18,1219,202,637,56,227,8,89
G62242,Sankt Jakob im Walde,884,612,12,600,95,259,50,139,6,51
G62244,Sankt Johann in der Haide,1723,1131,30,1101,151,600,73,156,16,105
G62245,Sankt Lorenzen am Wechsel,1275,931,31,900,141,430,58,195,9,67
G62247,Schäffern,1116,855,23,832,104,460,33,177,13,45
G62252,Söchau,1216,790,17,773,134,362,50,118,13,96
G62256,Stubenberg,1886,1110,17,1093,190,526,69,153,15,140
G62262,Wenigzell,1164,828,13,815,163,321,37,195,11,88
G62264,Bad Waltersdorf,3059,2119,52,2067,369,964,127,309,44,254
G62265,Dechantskirchen,1720,1251,30,1221,187,572,129,198,16,119
G62266,Feistritztal,2021,1323,17,1306,189,690,88,174,29,136
G62267,Fürstenfeld,6876,4210,81,4129,827,1706,299,622,67,608
G62268,Grafendorf bei Hartberg,2577,1845,29,1816,297,910,109,319,28,153
G62269,Großwilfersdorf,1668,1021,17,1004,208,439,50,178,20,109
G62270,Hartl,1779,1225,26,1199,155,667,45,213,27,92
G62271,Ilz,3066,1995,33,1962,404,893,110,285,36,234
G62272,Kaindorf,2280,1529,24,1505,278,712,59,232,34,190
G62273,Loipersdorf bei Fürstenfeld,1553,1001,19,982,162,542,37,156,23,62
G62274,Neudau,1075,714,7,707,95,292,139,58,14,109
G62275,Pöllau,5159,3392,49,3343,588,1541,321,505,55,333
G62276,Rohr bei Hartberg,1213,815,12,803,97,394,101,124,18,69
G62277,Rohrbach an der Lafnitz,2298,1588,43,1545,234,785,211,172,26,117
G62278,Vorau,4020,2804,52,2752,367,1402,140,553,42,248
G62279,Waldbach-Mönichwald,1296,939,20,919,151,443,59,159,16,91
G62299,Wahlkarten - Hartberg-Fürstenfeld,0,5156,68,5088,1129,1875,447,656,72,909
G62300,Südoststeiermark,70870,48430,976,47454,9777,20602,3320,7503,1028,5224
G62311,Edelsbach bei Feldbach,1096,807,14,793,177,304,69,154,19,70
G62314,Eichkögl,1047,619,7,612,98,270,56,99,14,75
G62326,Halbenrain,1466,824,25,799,183,362,36,143,14,61
G62330,Jagerberg,1391,893,22,871,143,433,39,157,30,69
G62332,Kapfenstein,1301,799,16,783,150,405,39,106,21,62
G62335,Klöch,1051,635,27,608,150,230,25,124,11,68
G62343,Mettersdorf am Saßbach,1075,641,13,628,136,255,50,120,18,49
G62347,Murfeld,1379,848,13,835,187,377,76,110,20,65
G62368,Tieschen,1078,556,16,540,132,238,44,65,14,47
G62372,Unterlamm,1056,648,7,641,63,358,30,134,17,39
G62375,Bad Gleichenberg,4282,2370,50,2320,458,1024,223,297,55,263
G62376,Bad Radkersburg,2545,1437,25,1412,361,469,146,227,34,175
G62377,Deutsch Goritz,1545,967,36,931,188,379,57,189,23,95
G62378,Fehring,6103,3619,58,3561,688,1619,279,503,66,406
G62379,Feldbach,10332,6138,136,6002,1250,2503,476,881,115,777
G62380,Gnas,5105,3256,105,3151,680,1414,137,561,95,264
G62381,Kirchbach-Zerlach,2749,1753,23,1730,350,810,79,256,47,188
G62382,Kirchberg an der Raab,3618,2210,36,2174,431,1051,172,250,53,217
G62383,Mureck,2894,1721,24,1697,359,757,158,215,41,167
G62384,Paldau,2562,1654,39,1615,267,776,161,255,24,132
G62385,Pirching am Traubenberg,2095,1281,26,1255,228,633,42,206,36,110
G62386,Riegersburg,4102,2426,57,2369,488,1031,144,422,38,246
G62387,Sankt Anna am Aigen,2031,1151,25,1126,204,532,61,224,22,83
G62388,Sankt Peter am Ottersbach,2549,1438,28,1410,283,670,83,239,29,106
G62389,Sankt Stefan im Rosental,3326,2244,46,2198,453,971,151,347,38,238
G62390,Straden,3092,1915,32,1883,365,803,93,354,31,237
G62399,Wahlkarten - Südoststeiermark,0,5580,70,5510,1305,1928,394,865,103,915
G6A000,Graz und Umgebung,316589,217161,2450,214711,55021,66136,16269,14963,3774,58548
G6B000,Oststeiermark,217224,153863,2952,150911,28942,66362,11640,22127,2977,18863
G6C000,Weststeiermark,158751,108096,1711,106385,23577,47294,10984,10468,2297,11765
G6D000,Obersteiermark,276923,189305,3385,185920,35636,75760,29052,16308,4463,24701
G70000,Tirol,540132,313252,4713,308539,59372,109552,18796,38969,6660,75190
G70099,Wahlkarten - Tirol,,32819,332,32487,7480,8113,1957,3795,485,10657
G70100,Innsbruck(Stadt),89024,56594,677,55917,11384,15975,3736,4691,1020,19111
G70101,Innsbruck,89024,49097,607,48490,9653,14803,3332,3938,949,15815
G70199,Wahlkarten - Innsbruck(Stadt),0,7497,70,7427,1731,1172,404,753,71,3296
G70200,Imst,43542,22981,378,22603,3970,8973,1119,2968,499,5074
G70201,Arzl im Pitztal,2375,1167,29,1138,174,479,54,144,41,246
G70202,Haiming,3434,1623,15,1608,301,670,126,127,34,350
G70203,Imst,7156,3625,43,3582,601,1466,169,349,60,937
G70204,Imsterberg,630,346,11,335,55,131,28,51,6,64
G70205,Jerzens,713,326,5,321,46,169,9,47,3,47
G70206,Karres,483,251,6,245,34,124,13,44,1,29
